title,company,company-link,post-date,applications,location,role-description,link,"experience,",type_work,function,sector_final
Product Analyst & Data Scientist,SPYSCAPE,https://www.linkedin.com/company/spyscape?trk=guest_job_details_topcard_org_name,4 months ago,<25,"London, GB","A Role With Purpose

SPYSCAPEis a totally new kind of edutainment and media company. We aim to educate and entertain people as we inspire them to see the world and their own potential more clearly. Find out morehere.

We need a data-driven analyst to help us understand the performance of our products, services and experiences. You’ll work with Product Managementand Marketing in user research, and bring rigour to quantifying and qualifying customer behaviour and sentiment.

We're looking for someonewho wants to help createa purpose-led global brand for the 21st century.

What would interest us?

A passion for constant improvement
Demonstrated ability to use tools like Excel, R, SQL and BI tools like Tableau / Looker.
Product management / analyst experience
Knowledge of research methods and statistical methods
What will resonate with you

Loves data, data visualisation and the stories you can tell
Care about user experience, and good creative environments
Cares deeply about statistical validity
Want a start up vibe in a grown up company
Location

Holborn, London

Start Date

Immediate

To Apply

Please send a cover letter, resume and salary expectations to click apply reference the job title in the subject line.",https://www.linkedin.com/jobs/view/1437474025,Associate,Full-time,Business DevelopmentSales,DesignComputer SoftwareInternet
Junior Consultant Data Science & Analytics,Capgemini,https://fr.linkedin.com/company/capgemini?trk=guest_job_details_topcard_org_name,1 month ago,<25,"Utrecht, NL","Jouw uitdaging als Junior Consultant Data Science & Analytics

The best way to predict the future is to invent it! Wij helpen klanten met het beantwoorden van belangrijke en complexe vraagstukken. Dat doen we door het bouwen van concrete Minimum Viable Products (MVP’s) en door klanten ‘the art of the possible’ te laten zien. Als Junior Consultant Data Science & Analytics los je klantvragen op met behulp van modellen en analysetechnieken die onderdeel uitmaken van grote business transformaties. Het mooie is dat we binnen ons multidisciplinaire team en in samenwerking met de AI Garage alle capaciteiten in huis hebben om de oplossing ook echt te maken. We bieden jou daarom de mogelijkheid om jezelf te ontplooien als business analist of data scientist.

Wat Je Zoal Doet Als Business Analist
Je ontwikkelt business strategieën en helpt organisaties te transformeren.
Je bent de schakel tussen de klant en onze data scientist en spreekt dus de taal van de business en de data science.
Je neemt interviews af bij mensen in de verschillende lagen van de klantorganisatie om inzicht te krijgen in het probleem en om de resultaten van de analyses te verifiëren.
Je stelt hypotheses op aan de hand van je bevindingen en interpreteert de analyseresultaten samen met de data scientist.
Je bespreekt de resultaten met de business en kijkt hoe het proces in een KPI dashboard kan worden ingericht om structurele veranderingen te realiseren.

Wat Je Zoal Doet Als Data Scientist
Je ontwikkelt uiteenlopende (predictieve) modellen om risico’s, optimalisaties en simulaties in kaart te brengen.
Je test hypotheses met interne en externe data en interpreteert de analyseresultaten samen met de business analist.
Je helpt bij het identificeren van potentiële problemen en verbetermogelijkheden.
Je helpt de business analist met het definiëren van vervolgacties.
Je verkent hoe het proces kan worden ingericht in een dashboard.

Wat jij ons brengt

Je beschikt over een bewezen vermogen om complexe vraagstukken snel te analyseren en scherpe oplossingen te genereren. Daarom ben je ook nieuwsgierig en durf je anders te denken. Je wilt continue blijven leren en hebt daarom een visie op het vakgebied. Zelfstandig vaar je jouw koers en daarbij ga je altijd voor het beste resultaat. Ook sta je open voor reizen en werken in het buitenland. Wat je nog meer meebrengt?

Als Business Analist
Je hebt een afgeronde WO-opleiding met uitstekende studieresultaten. Opleidingen die goed aansluiten zijn bedrijfseconomisch georiënteerd met kwantitatieve vakken, zoals statistiek en/of modelleren.
Je hebt al enige ervaring met datavraagstukken in een business context.
Een uitstekende beheersing van de Nederlandse en Engelse taal; Duits is een plus.

Als Data Scientist
Je hebt een afgeronde WO-opleiding met uitstekende studieresultaten. Opleidingen die goed aansluiten zijn kwantitatief georiënteerd met vakken in statistiek en/of modelleren. Denk hierbij aan bijvoorbeeld (Toegepaste) Wiskunde, (Toegepaste) Natuurkunde, Econometrie, Marketing intelligence.
Je hebt professionele ervaring met Excel en modellerings- en analyse-instrumenten, zoals SAS, SPSS, R, Matlab, Python.
Je hebt een uitstekende beheersing van de Nederlandse en Engelse taal; Duits is een plus.

Wat motiveert jou?

Natuurlijk gooien wij jou niet meteen in het diepe. Je start namelijk eerst met een intensief opleidingsprogramma van The Institute in Berlijn. Binnen enkele maanden word je klaargestoomd voor het echte werk waarna je aan de slag gaat met verschillende klantprojecten. Ook na The Institute krijg je bij ons alle vrijheid om te blijven groeien, bijvoorbeeld naar een senior rol. Zo kun je verschillende trainingen volgen via de Capgemini University op een unieke locatie in Parijs of via onze Capgemini Academy.

Wat wij jou bieden

Als management consultant ga je aan de slag binnen het team Insights Driven Business Innovation. We houden elkaar scherp, maar staan altijd klaar voor kennisdeling en voor elkaar. Het team is grotendeels zelf organiserend en is bereid om samen nét dat beetje extra te leveren bij de klant. Onze personeelsvereniging Escape en onze young professional community Next organiseren regelmatig verschillende toffe activiteiten. Denk aan borrels, een jaarlijkse zeilcompetitie en wintersportvakantie. Genoeg te doen dus! Wat je daarnaast nog meer kunt verwachten?
Direct een vast contract en passend salaris.
26 vakantiedagen en vakantiegeld.
Een premievrij pensioen met de mogelijkheid om zelf ook in te leggen.
Een laptop, simkaart en connectiviteitsvergoeding. Zo kun je vanaf iedere plek werken.
En een vergoeding voor je reiskosten. Deze mobiliteitsvergoeding kun je inzetten voor een leaseauto, NS businesscard of bruto laten uitkeren.

Ben jij de nieuwe Junior Consultant Data Science & Analytics?

Krijg jij energie van continue uitdaging en ben je op zoek naar een steile leercurve? Wil je een duik nemen in de wereld van Big Data en Business Analytics? Dan zien wij jouw sollicitatie graag tegemoet!

Meer informatie over Capgemini Invent vind je onder management consulting of lees de verhalen van onze collega's .",https://www.linkedin.com/jobs/view/1538138179,Entry level,Full-time,ConsultingInformation TechnologySales,Information Technology and ServicesComputer SoftwareManagement Consulting
Data Scientist Analyst,Accenture Portugal,https://pt.linkedin.com/company/accenture-portugal?trk=guest_job_details_topcard_org_name,3 weeks ago,81 applicants,"Lisbon, PT","About Accenture

Accenture is a leading global professional services company, providing a broad range of services and solutions in strategy, consulting, digital, technology and operations. Combining unmatched experience and specialized skills across more than 40 industries and all business functions – underpinned by the world’s largest delivery network – Accenture works at the intersection of business and technology to help clients improve their performance and create sustainable value for their stakeholders. With approximately 425,000 people serving clients in more than 120 countries, Accenture drives innovation to improve the way the world works and lives. Visit us at www.accenture.com.

This is an opportunity to join ACCENTURE DIGITAL as a Junior Data Scientist within the APPLIED INTELLIGENCE practice.
Applied Intelligence is intelligent technology and human ingenuity applied at the core of business across every function and process to address our clients' most complex challenges.
We combine Artificial Intelligence with deep industry and analytics expertise to help our clients embrace intelligent technologies confidently and responsibly.

Qualifications:
1-2 years of experience doing quantitative analysis
Understanding of statistics (e.g., hypothesis testing, regressions, etc…)
Organizational, communication, writing and interpersonal skills
Knowledge in SQL or other programming languages
Experience in any scripting language (Hadoop, R, SAS Miner, Python, Matlab, SSPS).
BA/BS in Computer Science, Math, Physics, Engineering, Statistics or other technical field
Accenture is an Equal Opportunity Employer

All employment decisions shall be made without regard to age, race, creed, color, religion, sex, national origin, ancestry, disability status, veteran status, sexual orientation, gender identity or expression, genetic information, marital status, citizenship status or any other basis as protected by federal, state, or local law.",https://www.linkedin.com/jobs/view/1509180527,Entry level,Full-time,EngineeringInformation Technology,Information Technology and ServicesComputer SoftwareManagement Consulting
Data Scientist,Ordina,https://nl.linkedin.com/company/ordina?trk=guest_job_details_topcard_org_name,3 weeks ago,<25,"Nieuwegein, NL","Als Data Scientist ben je binnen Ordina werkzaam als consultant op het gebied van data en analyse. Je ontwikkelt verklarende en voorspellende modellen voor onze klanten om daarmee hun business te versnellen en verbeteren. Omdat je als consultant werkt ben je veel hands-on bezig, maar heb je ook geregeld een adviserende rol. Daarnaast biedt Ordina je de mogelijkheid om bij ons intern het vakgebied Data Science verder te ontwikkelen: denk aan het aantrekken van nieuwe klanten, het meedenken over onze aanpak, en het ondersteunen van de groei van minder ervaren collega’s binnen de business unit.

Waarom Ordina?

Ordina zet vol in op data science. Wij geloven in de waarde die data kan bieden voor organisaties. Het ontwikkelen van Intelligente Data Gedreven Organisaties is dan ook één van onze vijf kernproposities. In die context zien wij data science als een zeer belangrijk speerpunt om onze klanten te helpen deze transformatie te maken of hun huidige manier van omgaan met/gebruiken van data naar een hoger plan te tillen. Organisaties laten excelleren, dat is onze ambitie.

Om zo goed mogelijk te kunnen inspelen op de markt en behoeften van onze klanten, hebben wij onze data science expertise ondergebracht in een gespecialiseerde business unit met een eigen aanpak: Data2Value. Deze aanpak is voor een groot gedeelte gebaseerd op samenwerken in multidisciplinaire High Performance Teams, een van onze andere kernproposities. Daarnaast kent Ordina een zeer actieve data science community waar kennisdeling en innovatie centraal staan.

Benieuwd naar onze Data2Value benadering? Ted Oliekan, de manager van de Data Science unit, vertelt er hier wat meer over. Wij zijn Ordina, aangenaam.

Dit ben jij

Vakmanschap staat bij jou voorop. Door jouw leergierige karakter ben je constant op zoek naar nieuwe kennis of mogelijkheden. Bovenal om jezelf te blijven ontwikkelen. Daarnaast ook om collega’s, klanten of Ordina verder te kunnen helpen. Om er samen beter van te worden. Win-Win. Kennisdeling, collegialiteit en samenwerken staan daarom binnen Ordina hoog in het vaandel. Heb je daarbij een visie op wat beter kan of een goed, nieuw idee? Deel deze met ons. Wij geven je graag de ruimte om hier iets mee te doen. Ondernemerschap en eigen initiatief wordt gewaardeerd.

Je bent in staat om mensen goed uit te leggen waar je precies mee bezig bent en waarom je juist voor deze aanpak hebt gekozen. Je hebt vertrouwen in eigen kunnen, toont lef, maar beseft ook dat je geen machine bent. Je bent daarom niet bang om fouten te maken. Dat mag. Ook dan blijf je positief en oplossingsgericht. Resultaat en kwaliteit gaan bij jou altijd hand in hand.

Dit verwachten wij

Je hebt 1 tot 3 jaar relevante werkervaring, als data scientist, analist of onderzoeker
Je hebt ervaring met minstens één machine learning taal (R, Python, TensorFlow, of vergelijkbaar)
Je bent vaardig in SQL en kent je weg in een database
Je bent bekend met een aantal machine learning algoritmes zoals random forests, logistische regressies, of neurale netwerken
Je bent sterk analytisch ingesteld, leergierig, en beschikt over een flinke dosis creativiteit
Je kunt goed samenwerken met een team, maar beschikt ook over genoeg zelfvertrouwen om zelfstandig te werken
Je bent communicatief vaardig en wilt graag een rol als consultant op je nemen
Je beheerst de Nederlandse taal
Dit bieden wij

Bij dit alles hoort natuurlijk ook een passend pakket van voorwaarden. Buiten een salaris waarin je op waarde wordt geschat, bieden wij meteen een contract voor onbepaalde tijd. Wij zijn namelijk serieus over het investeren in onze mensen en vinden dat vertrouwen in elkaar een essentiële basis vormt. Daarbij bieden wij een ‘Flex benefits budget’. Deze financiële regeling stelt jou in staat om zelf te bepalen wat je belangrijk vindt en waar je extra geld voor vrijmaakt (b.v. hoger basissalaris, hoger lease bedrag, meer pensioen of vakantiedagen). Liever geen lease auto? Dan kan je kiezen voor een vrij te besteden mobiliteitsbudget. Wij vragen immers flexibiliteit van jou als consultant, maar zijn van mening dat dit twee kanten op werkt. Denk ook aan mooie kortingen op sportscholen. Zo blijven we fit en scherp, om altijd het beste te kunnen geven voor elkaar en onze klanten.

Wil je nog meer informatie?

Dat vertellen we je graag persoonlijk. Dus als je ervoor openstaat om ons beter te leren kennen, neem gerust contact met ons op of solliciteer.

Onze klanten",https://www.linkedin.com/jobs/view/1570464310,Entry level,Contract,EngineeringInformation Technology,Information Technology and ServicesComputer SoftwareInsurance
Data scientist / data analyst,Calypse Consulting,https://www.linkedin.com/company/calypse-consulting?trk=guest_job_details_topcard_org_name,5 days ago,<25,"Paris, FR","Vous aurez pour rôle d’agréger des données venant de multiples sources, de les analyser et d’en extraire des informations permettant à l’entreprise de mieux piloter ses activités et d’anticiper ses futurs besoins.

Mission
Traiter les données, structurées ou non structurées
Contrôler la qualité des données, détecter des patterns, des outliers- Proposer et mettre en pratique les modèles statistiques (régressions…) ou de datascience (machine learning…) pour répondre à des enjeux métier-
Collaborer avec les équipes technique et métier pour définir les besoins et expliciter les résultats- Restituer les résultats (rapports, présentations…) -
Mettre en œuvre et développer des algorithmes et des outils en Python ou R, en vous appuyant sur les librairies statistiques et de datascience associées
Profil
Expérience d’au moins 2 ans sur des fonctions similaires
Connaissances en Biologie Computationnelle et Statistique
Expérience avec R, MatLab ou/et Python
Anglais oral obligatoire
Bac+5 minimum
Capacité d’autonomie et doit être orienté solution
La société

Calypse est une société de prestations de services destinées aux métiers de l'industrie de la santé. Nous proposons à nos clients (biotechs, laboratoires...), des compétences à forte valeur ajoutée dans les domaines du Big Data, de la pharmacovigilance, des affaires réglementaires, des études cliniques, de la biométrie et du market access.Vous aspirez à une progression rapide de carrière ?

Envoyez simplement votre CV à Lucia Blanco, Business Manager Calypse : click apply",https://www.linkedin.com/jobs/view/1602021871,Entry level,Full-time,EngineeringInformation Technology,ResearchBiotechnologyPharmaceuticals
"Global Business Analyst, Analytics and Insights",Google,https://www.linkedin.com/company/google?trk=guest_job_details_topcard_org_name,1 week ago,91 applicants,"Dublin, IE","Minimum Qualifications
Bachelor's degree in a numerate field or equivalent practical experience.
Experience in an analytics or data scientist capacity.
Experience leading complex programs.
Experience writing SQL queries, working with large data sets and developing analytical solutions for complex business problems.


Preferred Qualifications
Experience working with data analysis tools (R or Python) and techniques (machine learning, statistical analysis, data mining).
Demonstrated organizational, project management and communication skills.
Effective stakeholder management skills and ability to influence senior stakeholders.
Demonstrated knowledge of statistics and data analysis.
Demonstrated ability to extract business insights from large datasets and use them to drive business change.


About The Job

gTech’s Strategy and Operations team (gSO) is made up of strategic partners and trusted advisors that drive success and transformative changes for gTech. We create value through deep functional and business expertise combined with analytical rigor to formulate and deliver strategies. Using core capabilities ― strategy, analytics, and communications ― we empower gTech to do amazing things to land the present, and build for the future.

In this role, you’ll be in charge of understanding critical business needs and translating those into requirements and data/insights solutions via your analytical and program management skills, and your experience managing cross-functional complex initiatives. Working directly with senior stakeholders and cross-functional teams, you will be the data-driven voice on global projects with a focus on improving customer experience and increasing organizational efficiency, and the designer and creator of rich data platforms with a focus on extracting valuable and actionable customer insights.

Google creates products and services that make the world a better place, and gTech’s role is to help bring them to life. Our teams of solution-oriented trusted advisors support millions of customers globally. Our solutions are rooted in our technical skill, product expertise, and a thorough understanding of our customers’ complex needs. Whether the answer is a bespoke solution to solve a unique problem, or a new tool that can scale across Google, everything we do aims to ensure our customers benefit from the full potential of Google products.

To learn more about gTech, check out our video .

Responsibilities
Lead analytically-driven problem-solving to develop actionable business insights.
Develop centralized data pipelines/data lakes to facilitate insights extraction.
Produce bespoke dashboards/analysis/insights/data visualizations.
Manage complex, multi-stakeholder projects and deliver on quality and timelines.
Communicate findings and recommendations to executive leadership and other stakeholders.

At Google, we don’t just accept difference—we celebrate it, we support it, and we thrive on it for the benefit of our employees, our products and our community. Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing this form .",https://www.linkedin.com/jobs/view/1554426399,Not Applicable,Full-time,Business DevelopmentSales,Information ServicesInternet
Analyst / Data Scientist - Life Sciences (m/w/d) (R1103434),IQVIA,https://www.linkedin.com/company/iqvia?trk=guest_job_details_topcard_org_name,1 month ago,<25,"Frankfurt am Main, DE","Job Description

IQVIA™ is the leading human data science company focused on helping healthcare clients find unparalleled insights and better solutions for patients. Formed through the merger of IMS Health and Quintiles, IQVIA offers a broad range of solutions that harness the power of healthcare data, domain expertise, transformative technology, and advanced analytics to drive healthcare forward.

Unser Real World Insights Team berät Pharma-Kunden in den Bereichen Marketing / Marktforschung, aber auch Market-Access, Epidemiologie und Gesundheitsökonomie, indem wir auf Basis komplexer Auswertungen von medizinischen Verordnungsdaten die Lösung zu den unterschiedlichsten Fragestellungen unserer Kunden erarbeiten. In diesen Themenbereichen arbeiten wir gemeinsam mit unseren Kunden an innovativen Lösungen, um neue Impulse im Markt zu setzen. Haben wir Ihr Interesse geweckt? Bringen Sie gutes analytisches Denkvermögen sowie Interesse an medizinischen Fragestellungen mit? Haben Sie Lust auf ein kollegiales, anspruchsvolles und chancenreiches Umfeld? Dann finden Sie bei uns eine vielseitige Aufgabe, in der Sie die ganze Bandbreite Ihrer Fähigkeiten und Talente einbringen und weiterentwickeln können!

Ihre Aufgaben
Von Beginn an arbeiten Sie an konkreten, kundenindividuellen Fragestellungen und greifen dabei auf longitudinale anonymisierte Krankheits- und Therapieprofile aus unseren Datenbanken IMS® Disease Analyzer und IMS® LRx zurück, die Sie mittels der Programmiersprache SAS auswerten – hierbei setzen Sie einerseits bewährte Analysemethoden ein, entwickeln andererseits auch selbst innovative Analyseansätze.
Zu Ihren Aufgaben gehören neben der Datenanalyse auch die Interpretation der Ergebnisse sowie die Ableitung von Handlungsempfehlungen für unsere Kunden, wobei Sie je nach Projekt weitere Primär- und Sekundär-Daten hinzuziehen und sich mit Experten beraten.
Die erarbeiteten Ergebnisse stellen Sie unseren Kunden im Rahmen von Ergebnispräsentationen vor, bei deren Vorbereitung und Durchführung Sie aktiv mitwirken.
Im Rahmen der Projektumsetzung obliegt Ihnen je nach Projekttyp schon bald das eigenständige Projektmanagement sowie die Kundenkommunikation.
Sie werden sowohl an lokalen als auch an internationalen Projekten mitarbeiten, teilweise auch länder- und abteilungsübergreifend.
Ihr Profil
Abgeschlossenes Studium in einem naturwissenschaftlichen Bereich, der (Bio-)Informatik, Mathematik, Statistik oder einem vergleichbaren Studiengang.
Erste praktische Erfahrung in der Datenanalyse, Biometrie oder der Analyse klinischer Daten von Vorteil.
Starke analytische Fähigkeiten und Zahlenaffinität sowie Qualitäts-, Serviceund Lösungsorientierung.
Gute Programmierkenntnisse, vorzugsweise in SAS, alternativ in einer höheren Programmiersprache.
Sicherer Umgang mit MS-Office, insbesondere Excel und PowerPoint.
Ausgeprägte Kundenorientierung, Präsentationssicherheit und souveränes Auftreten sowie ein hohes Maß an Verantwortungsbewusstsein, Zuverlässigkeit und Eigeninitiative.
Sehr gute Team- und Kommunikationsfähigkeiten auf Deutsch und Englisch.
Join Us

Making a positive impact on human health takes insight, curiosity, and intellectual courage. It takes brave minds, pushing the boundaries to transform healthcare. Regardless of your role, you will have the opportunity to play an important part in helping our clients drive healthcare forward and ultimately improve outcomes for patients.

Forge a career with greater purpose, make an impact, and never stop learning.

Job ID: R1103434",https://www.linkedin.com/jobs/view/1555972529,Entry level,Full-time,Information Technology,Pharmaceuticals
Data Analist | Data Scientist,Ukomst-group,https://nl.linkedin.com/company/ukomst-group?trk=guest_job_details_topcard_org_name,2 hours ago,<25,"Arnhem, NL","It is TenneT's responsibility to connect offshore wind farms to the high voltage grid on shore in the Netherlands and Germany. Within the NL offshore grid programme, TenneT will realize – as a contribution to the National Energy Agreement for Sustainable Growth – offshore connections with a total capacity of 3,500 MW in the period until 2023. Additionally TenneT will develop 7 GW of offshore wind capacity pursuant to the Offshore Wind Energy Roadmap 2024-2030. In Germany over 7 GW has been realized, exceeding the German goals. Another 3 GW is planned for the upcoming 7 years. The offshore connections are complex structures that come with large amounts of data, part of which is unstructured. To facilitate the Offshore maintenance & operations departments in their daily work, TenneT is looking to adopt text analytic solutions to make information from unstructured data easier accessible.

Responsibilities
Design, build, test, deploy and maintain text analytics solutions based on open-source components.
Close collaboration with domain experts and business stakeholders.
Participation in Scrum Events, team knowledge sharing, design reviews, etc.
Vereisten
You hold a Master's degree or PhD in Computational Linguistics, Cognitive Science, Statistics, Computer Science or a related field.
You have a strong track record in delivering AI solutions with a focus on Information Retrieval, Natural Language Processing and Computer Vision.
You have demonstrable experience with relevant programming languages, tools and frameworks, such as: Python, Spacy, NLTK, REST/SOAP APIs, Docker, ElasticSearch, and OpenCV.
You can give a strong commitment to delivering regular solution increments and close alignment on scope, deliverables, and acceptance criteria.
You have experience in agile working environments.
You can work independently and will pro-actively communicate with relevant stakeholders as the need arises.
You are fluent in both Dutch and English. Fluency in German is a plus.
You are willing to travel to Germany (Lehrte near Hannover) on a regular base. Frequency is depending on need for direct cooperation with stakeholder. Based on experience this is expected to be 2 days a week for a couple of times a month at least in the start-up phase.",https://www.linkedin.com/jobs/view/1609284038,Entry level,Full-time,Information Technology,Information Technology and ServicesComputer SoftwareFinancial Services
Data Scientist/Analyst - Stress-Testing Methodologies & Models,BNP Paribas CIB,https://fr.linkedin.com/company/bnpparibascorporateandinstitutionalbanking?trk=guest_job_details_topcard_org_name,4 days ago,<25,"Lisbon, PT","BNP Paribas is a leading European bank with an international reach. It has a presence in 73 countries, with more than 192,000 employees – including more than 146,000 in Europe and over 4,000 in Portugal alone.

BNP Paribas is present in Portugal since 1985, having been one of the first foreign banks to operate in the country. Today, BNP Paribas has several entities operating directly in this territory, offering a wide range of integrated financial solutions to support its clients and their businesses.

Worldwide, the Group has key positions in its three main activities: Domestic Markets and International Financial Services (whose retail-banking networks and financial services are covered by Retail Banking & Services) and Corporate & Institutional Banking, which serves two client franchises: corporate clients and institutional investors. The Group helps all its clients (individuals, community associations, entrepreneurs, SMEs, corporate and institutional clients) to realise their projects through solutions spanning financing, investment, savings and protection insurance.

Department Overview

The team named STFS, for Stress Testing and Financial Synthesis, coordinates the strengthening of BNP Paribas’ Stress-Testing (S/T) and planning capabilities so as to better serve Business Lines, Legal Entities and Group needs and meet supervisory requirement on these matters, and in a cost-efficient manner.

To that effect, STFS aims at building a flexible, industrialized, central utility accessible by BNP Paribas’ Business Lines and Entities (B/E) for their local needs and their contribution to Group exercises. STFS offers an integrated S/T service to B/Es to support them in capitalizing on the shared framework for their local needs.

Within the STFS platform, Stress-Testing Methodologies & Models (STMM) is responsible for the S/T models and methodologies for all major drivers impacting P&L, liquidity and capital planning globally for the Bank. The team is also responsible for coordinating the development and implementation of models and methodologies that combine different risks (e.g. market risk, operational risk, credit risk, liquidity risk…). It ensures the consistency and robustness of S/T models and methodologies by developing models as a transversal expertise center for the Group liaising with the different topics experts in RISK. The team is composed of quantitative analysts and data scientists with a clear orientation towards innovation. Its transversal positioning also brings the opportunity to work with stakeholders in many regions and get an understanding of a variety of business of the bank.

The Team Expertise’s Is Related To

Within STMM, one team is dedicated to credit risk. This team covers the models and methodologies used for the projection of credit risk parameters for stress testing and IFRS 9.
Quantitative analysis: portfolio modelling, rating migration and LGD models
Time series modelling for the anticipation of risk parameters
Numerical treatments
Reporting and analysis of stress testing outcomes

Role And Responsibilities

The STMM team in Lisbon is dedicated to credit and works in a one-team manner with the credit team based in Paris. This team is looking for data scientists/analysts with the following areas of expertise:
Carrying out stress test exercise for internal and Regulatory purposes: stress test exercises are relying on macroeconomic parameter forecasts. These parameters have impacts on forecasted default rates and credit risk cycle. You will be in charge of calculating and computing these parameters and then feeding the stress test engine.
Analyzing and producing automatic reporting for quarterly stress test exercise and provide stress test results for local regulators.
Carrying out IFRS9 quarterly exercise: updating IFRS9 parameters according to macroeconomic scenario, ensuring consistency between stress test and IFRS9’s models, sensitivity analysis, rationalization effect measurement,...
Data science: treatment of large dataset in a big data environment, using Python/R code. Data analysis and treatment on both input parameters (including loan and client level portfolio data) and on model generated data.
PROFILE

To be successful in this role, the candidate should meet the following requirements:
Junior (0-3 years experiences - willingness to consider recent graduates) with strong desire to learn
Strong academic background, with at minimum a Master degree in mathematics, econometrics or statistics
Background in programming with ability to use at least two of the following tools: Python, R, VBA
Knowledge of credit risk management principles and BCBS regulations
Understanding of Management control principles would be appreciated
Languages: English
In addition, the candidate should have the following essential behavioural skills:
Creativity & Innovation skills
Be a problem solver and result oriented
Autonomy & Adaptability
Reliability and sense of precision
This role will expose the candidate to a wide range of professionals within the bank. Therefore, communication skills, both written and verbal, play an essential part in the day-to-day role
The candidate should be available for periodic training abroad (short term in Paris).

BNP Paribas is an equal opportunity employer and proud to provide equal employment opportunity to all job seekers. We are actively committed to ensuring that no individual is discriminated against on the grounds of age, disability, gender reassignment, marriage or civil partnership status, pregnancy and maternity, race, religion or belief, sex or sexual orientation. Equity and diversity are at the core of our recruitment policy because we believe that they foster creativity and efficiency, which in turn increase performance and productivity. We strive to reflect the society we live in, while keeping with the image of our clients.

Please note that only applications submitted in English will be considered.

In case you are selected for this role, further documentation will be requested to support your hiring process.

Primary Location

PT-11-Lisbon

Job Type

Standard / Permanent

Job

RISKS

Education Level

Master Degree or equivalent (> 4 years)

Experience Level

Beginner

Schedule

Full-time

Behavioural Competencies

Creativity & Innovation / Problem solving

Transversal Competencies

Analytical Ability

Job Number: 1903RSK2315",https://www.linkedin.com/jobs/view/1604733504,Entry level,Full-time,EngineeringInformation Technology,Information Technology and ServicesBankingFinancial Services
Insight Data Analyst,Babbel,https://de.linkedin.com/company/babbel-com?trk=guest_job_details_topcard_org_name,4 days ago,42 applicants,"Berlin, DE","Founded in 2007, Babbel is the world’s top-grossing and most effective language-learning app. No small feat, and no small challenge. In a moment rife with talk of walls, we’re building bridges — making the language-learning journey as exciting and empowering as possible, helping people forge new connections and participate in worlds bigger than their own. We do things that matter. And foremost, we make people speak their new language as they’ve always wanted to. Come work with us.

There’s still so much to do.

Babbel is for everyone, not some niche or elite strata of learners. Everyone. As our user base has grown, so has what they need from us. Their learning needs, life experiences, and reference points become more varied and colourful by the day. Meeting that means ensuring users see themselves reflected —not just in our product— but the world it allows them to imagine with us. That means reflecting the dynamism and diversity of our users, as much as possible, in the production of Babbel. We currently have 600 people from more than 50 nationalities working in our Berlin and New York offices, challenging and learning from each other at every step. A culture of difference and dignity is critical to how we’ve connected with millions of users, in every hemisphere.

We are looking for a Data Insight Analyst to join our Team in Berlin!

In this role you’ll work in a small team of internal consultants specialised in data analytics, data democratisation, and data communication/storytelling. We want to make our organisation data-driven with carrots, not sticks. Together we will find a way to drive organisational change and create processes and initiatives to inspire Babbelonians and change the way we work.

You will
Work closely with Data Scientists and our stakeholders in Product, Marketing, Didactics, HR supporting them with their daily work with (self-service) BI tools and data insights in general
Drive data literacy in the organisation, e.g. by holding workshops, visualizing data, ideating initiatives to make us more data driven
Help level up, co-own and run our Data Academy program with your expertise and your ideas

You will:
2+ years of experience as a Data Analyst, Data Scientist, BI Analyst, Data Visualisation Specialist, Data Journalist, or Researcher
Experience with R or Python, SQL or other RDB; and/or, experience with BI tools like Tableau, or Amplitude
Experience with metrics and KPIs, how to track and contextualise them
Experience working in the tech/online industry
Excellent communication
Good organisational and project management skills

You are

Equal parts analytical and creative, enjoy working with numbers and with people
A creative problem solver, you think outside the box
Proactive in addressing issues and problems
Capable of dealing with uncertainty
Detail oriented
Flexible and adaptable
Patient and empathetic

Why Babbel?
Babbel is the world’s most successful language learning app. Work with us to make a real impact in the world, in a meaningful way.

Work directly with our unique language learning data
Hackdays and technology brown-bags
A lively startup atmosphere with friendly working hours
Great company benefits (company bike, fresh fruits & drinks etc.)
Start-up mentality and attractive working environment in the heart of Berlin

#LifeAtBabbel

Work on something that truly matters and transforms the lives of millions
Learn and grow with the Babbel Academy, great trainings, and challenging projects
Work with creative discretion and ownership from day one
A culture that treats individual differences as strength
Meet and collaborate with colleagues at hackdays, brownbag talks, and parties
30 vacation days, flexible hours, a company bike, a metro ticket and a family room
Offices in the heart of buzzing Berlin and New York",https://www.linkedin.com/jobs/view/1559640254,Entry level,Full-time,Information Technology,Marketing and AdvertisingComputer SoftwareInternet
